1	0	0.25419
0	0	0.25381
0	0	0.27077
0	0	0.19893
0	0	0.16746
0	0	0.06796
0	0	0.22413
0	0	0.12583
0	0	0.30750
0	0	0.27176
0	0	0.24672
0	0	0.29203
0	0	0.37642
0	0	0.19795
0	0	0.17200
0	0	0.28602
0	0	0.15223
0	0	0.30732
0	0	0.00719
0	1	0.46927
0	0	0.01196
0	0	0.39008
0	0	0.36565
0	0	0.34724
1	1	0.48450
1	1	0.54190
1	1	0.48885
1	1	0.57736
1	1	0.61349
1	1	0.67102
1	0	0.45479
0	0	0.33097
0	0	0.16487
0	0	0.43919
0	0	0.02454
0	1	0.50596
0	0	0.01104
0	0	0.11061
0	0	0.38463
0	0	0.24416
0	0	0.36869
0	0	0.38431
0	0	0.44601
0	0	0.37558
0	0	0.41544
0	0	0.34565
0	1	0.46449
0	1	0.48068
0	0	0.26291
0	0	0.39620
0	1	0.52419
0	0	0.33294
0	1	0.61019
0	0	0.38822
0	1	0.64101
0	0	0.39409
0	1	0.46112
1	0	0.44131
0	0	0.38302
0	0	0.33712
0	0	0.36717
0	0	0.14265
0	0	0.36800
0	0	0.43369
0	0	0.26344
0	1	0.48545
0	0	0.25969
0	0	0.24935
0	0	0.27761
0	0	0.35369
0	0	0.20973
0	0	0.32121
0	0	0.00752
0	0	0.38969
0	0	0.01599
0	0	0.31530
0	0	0.01632
0	0	0.34008
1	0	0.39652
0	0	0.35991
1	1	0.75565
1	1	0.69085
0	1	0.54033
1	1	0.62846
0	1	0.70833
0	0	0.20922
0	0	0.39077
0	0	0.43634
0	0	0.03850
0	0	0.34769
0	0	0.25702
0	0	0.04718
0	0	0.22494
0	0	0.28344
0	0	0.33749
0	0	0.38822
0	0	0.13965
0	0	0.29746
0	0	0.09252
0	0	0.15718
0	0	0.18327
0	0	0.16394
0	0	0.18458
0	0	0.26732
0	0	0.09755
0	0	0.19276
0	0	0.20016
0	0	0.00610
0	0	0.24668
1	1	0.53018
0	0	0.19369
0	0	0.03495
1	1	0.61851
1	1	0.46374
0	0	0.02619
1	0	0.30558
1	1	0.43183
1	1	0.48565
0	0	0.01882
1	1	0.46849
1	1	0.61664
1	1	0.61816
1	1	0.62279
1	0	0.41519
0	0	0.06070
1	1	0.45886
0	0	0.39140
0	0	0.01275
1	0	0.38645
1	1	0.58310
0	1	0.54300
0	0	0.35322
0	1	0.44735
0	1	0.45121
0	0	0.09724
0	0	0.27010
0	0	0.10085
0	0	0.05402
0	0	0.13440
0	0	0.22840
0	0	0.14687
0	0	0.13684
0	0	0.29980
0	0	0.14803
0	0	0.13966
0	0	0.09943
0	0	0.03252
0	0	0.15930
0	0	0.03993
0	0	0.00982
0	0	0.31216
0	0	0.31195
0	0	0.17496
0	0	0.09623
0	0	0.38223
0	1	0.44072
0	0	0.06206
0	0	0.39938
0	1	0.54608
0	0	0.19766
0	0	0.02294
0	0	0.40845
0	1	0.45767
0	0	0.09660
0	0	0.32710
0	1	0.46398
0	0	0.34020
0	0	0.09711
0	1	0.57260
1	0	0.35653
0	0	0.18386
0	0	0.41627
1	0	0.41836
0	0	0.11919
0	1	0.58050
0	1	0.44437
0	0	0.20291
0	0	0.09198
0	1	0.57495
0	1	0.53441
0	0	0.01491
0	1	0.49736
0	0	0.30879
0	0	0.07993
0	0	0.01289
0	0	0.26313
0	0	0.37568
0	0	0.14842
0	0	0.28100
0	0	0.30520
0	1	0.53008
0	0	0.22511
0	0	0.40624
0	0	0.31187
0	0	0.22729
0	1	0.43453
0	0	0.14705
0	0	0.21473
0	0	0.21396
0	0	0.29209
0	0	0.39928
0	0	0.21750
0	1	0.45711
0	0	0.15582
0	0	0.36227
0	0	0.00745
1	0	0.18151
0	0	0.34521
0	0	0.01140
0	0	0.01135
1	1	0.53714
0	0	0.28859
0	0	0.00894
0	0	0.14244
0	0	0.21651
0	0	0.08049
0	0	0.01334
1	0	0.40798
0	0	0.15635
0	0	0.20832
0	0	0.19174
0	0	0.19992
0	0	0.18525
0	0	0.16233
0	0	0.22381
0	0	0.22755
0	0	0.11415
0	0	0.26482
0	0	0.13772
0	0	0.17572
0	0	0.29098
0	0	0.00307
0	0	0.00255
0	0	0.14587
0	0	0.10780
0	0	0.00499
0	0	0.18190
1	0	0.31975
1	0	0.32916
1	1	0.43689
0	0	0.00697
1	0	0.28387
1	0	0.40892
1	1	0.61991
1	1	0.53938
0	0	0.39664
0	1	0.43565
0	0	0.18822
0	0	0.00513
0	0	0.01006
0	0	0.18876
0	0	0.00242
0	0	0.00391
0	0	0.01849
0	0	0.00587
0	0	0.00471
0	0	0.36659
0	0	0.29707
0	0	0.20242
0	0	0.11795
0	0	0.13269
0	0	0.16940
0	0	0.23296
0	0	0.03959
0	0	0.25468
0	0	0.31610
0	0	0.38054
0	1	0.49035
0	1	0.43757
0	1	0.48457
0	1	0.46081
0	0	0.34090
0	0	0.18902
0	0	0.01697
0	0	0.03021
0	0	0.20079
0	0	0.22805
0	0	0.00440
0	0	0.01115
0	0	0.00507
0	0	0.05169
0	0	0.09396
0	0	0.13563
0	0	0.01021
0	1	0.58295
1	1	0.63224
0	1	0.59393
0	0	0.00253
0	0	0.14117
0	0	0.21415
0	1	0.46020
0	1	0.44505
0	0	0.27490
0	1	0.43381
0	1	0.50833
0	0	0.24878
1	1	0.62270
0	0	0.24200
1	1	0.54426
0	0	0.18498
1	1	0.44998
0	0	0.31937
0	0	0.19513
0	0	0.01541
0	0	0.21716
0	0	0.20910
0	0	0.02685
0	0	0.27029
0	0	0.11927
0	0	0.24833
0	0	0.21119
0	0	0.03792
1	0	0.34190
0	0	0.13732
0	0	0.02690
0	0	0.01295
1	0	0.26191
0	0	0.05323
0	0	0.00320
1	1	0.65105
1	0	0.38031
0	0	0.37367
0	0	0.10878
1	1	0.44073
1	1	0.55250
1	0	0.41789
0	1	0.49890
0	0	0.24613
0	0	0.00963
0	0	0.32776
0	0	0.28720
0	0	0.08852
0	1	0.44404
0	0	0.21292
0	0	0.22001
0	1	0.54555
0	1	0.58318
0	1	0.60498
0	0	0.01009
0	1	0.54339
0	1	0.52471
0	1	0.59290
0	0	0.37076
0	0	0.17521
0	0	0.24316
0	0	0.34548
0	0	0.19639
0	0	0.20391
0	0	0.38355
0	0	0.27358
0	0	0.05478
0	0	0.18490
0	0	0.11976
1	0	0.19188
1	0	0.27043
1	1	0.36582
0	0	0.27875
0	0	0.27141
0	0	0.26914
0	1	0.37810
0	0	0.26414
0	0	0.25948
0	0	0.24682
0	0	0.06995
0	0	0.14769
0	0	0.12536
0	0	0.20468
0	0	0.20589
0	0	0.17531
0	0	0.25843
0	1	0.34334
0	0	0.22036
0	0	0.20208
0	0	0.16942
0	0	0.00566
0	0	0.03838
0	0	0.13810
0	0	0.08345
0	0	0.27840
0	0	0.20223
0	1	0.48830
0	1	0.38708
0	0	0.18089
0	1	0.46598
0	0	0.25158
0	0	0.25539
0	0	0.01414
0	0	0.03463
0	0	0.17454
0	0	0.15017
0	0	0.04375
0	0	0.29084
0	0	0.21121
0	0	0.17365
0	0	0.22677
0	0	0.26088
0	0	0.28995
0	0	0.18511
0	0	0.06455
0	0	0.09409
0	0	0.15314
0	0	0.26404
0	0	0.24435
0	0	0.16325
0	0	0.28280
0	0	0.22935
0	0	0.04506
0	0	0.00439
0	0	0.24717
0	0	0.25540
0	0	0.19616
0	0	0.11204
0	0	0.18923
0	0	0.00923
0	0	0.09337
0	0	0.17933
0	0	0.29187
0	1	0.30211
0	0	0.07112
0	0	0.21385
0	0	0.18887
0	0	0.29618
0	0	0.23918
0	0	0.18645
0	1	0.35035
0	0	0.17264
0	0	0.27950
0	0	0.10505
0	1	0.33844
0	1	0.33574
0	0	0.27127
0	0	0.20103
0	0	0.28893
0	0	0.07196
0	0	0.12451
0	0	0.20600
0	0	0.25167
0	0	0.01573
0	0	0.23028
0	0	0.02379
0	0	0.15359
0	0	0.18421
0	1	0.30565
0	0	0.18995
0	0	0.05272
0	0	0.20194
0	0	0.15528
0	0	0.23511
0	0	0.29544
0	0	0.15520
0	0	0.20158
0	0	0.28661
0	0	0.18676
0	0	0.20444
0	0	0.17764
0	0	0.13205
0	0	0.10333
0	0	0.15764
0	0	0.09331
0	0	0.27722
1	0	0.26091
0	0	0.22109
0	0	0.05647
0	0	0.16030
0	0	0.02601
0	0	0.00671
0	0	0.12949
0	0	0.16830
0	0	0.14075
0	1	0.31875
0	0	0.19630
0	0	0.25312
0	1	0.30091
0	0	0.01512
0	0	0.06763
0	0	0.00476
0	0	0.17523
0	0	0.16875
0	0	0.17641
0	0	0.16507
0	0	0.06567
0	0	0.17819
0	0	0.17540
0	0	0.12850
0	0	0.19401
0	0	0.06469
0	0	0.16431
0	0	0.15569
0	0	0.09463
0	0	0.16561
0	0	0.19821
0	0	0.11637
1	0	0.16224
0	0	0.21118
1	0	0.24958
0	0	0.21050
0	0	0.03364
0	0	0.01258
0	0	0.07729
0	0	0.00594
0	0	0.00865
0	0	0.00625
0	0	0.13812
0	0	0.14509
0	0	0.23408
0	1	0.32890
0	1	0.41813
0	1	0.35180
0	0	0.27475
0	0	0.13910
0	0	0.11387
0	0	0.10066
0	0	0.03179
0	0	0.00513
0	0	0.17468
0	0	0.19709
0	0	0.22140
0	0	0.14503
0	0	0.17144
0	0	0.18270
0	0	0.28477
0	1	0.31715
0	0	0.08508
0	1	0.38515
0	0	0.19185
0	1	0.36436
0	0	0.17727
0	0	0.10534
0	0	0.21740
0	0	0.12354
0	0	0.12213
1	1	0.31176
1	0	0.15815
0	0	0.20131
0	0	0.18224
0	0	0.00638
0	0	0.14970
0	0	0.15212
0	1	0.40346
0	0	0.25893
0	0	0.03377
1	1	0.40555
0	0	0.17151
1	0	0.26880
1	0	0.29445
1	1	0.35649
1	0	0.16495
1	0	0.21685
0	0	0.10715
1	1	0.30693
0	0	0.13395
0	0	0.24339
0	0	0.21071
0	1	0.30982
0	0	0.28201
0	0	0.15812
1	0	0.19909
0	0	0.18481
1	0	0.12078
0	0	0.02304
0	0	0.25934
1	0	0.16481
0	0	0.14363
0	0	0.07180
0	0	0.09362
0	0	0.01880
0	0	0.00189
0	0	0.00654
